Last,First,HOF,From,To,Position,Ht,Wt,Month,Day,Year,Country
Williams,Burr,N,1934,1937,D,70,183,August,30,1909,USA
Conacher,Charlie,Y,1930,1941,F,73,195,December,20,1909,Canada
Hanson,Oscar,N,1938,1938,F,70,175,December,27,1909,USA
Roche,Des,N,1931,1935,F,67,165,February,1,1909,Canada
Lyons,Ron,N,1931,1931,F,71,170,February,15,1909,Canada
Kilrea,Wally,N,1930,1938,F,67,150,February,18,1909,Canada
Romnes,Elwyn,N,1931,1940,F,71,156,January,1,1909,USA
McBride,Cliff,N,1929,1930,F,70,180,January,10,1909,Canada
Gallagher,John,N,1931,1939,D,71,188,January,19,1909,Canada
Beveridge,Bill,N,1930,1943,G,68,170,July,1,1909,Canada
Starr,Wilf,N,1933,1936,F,71,190,July,22,1909,Canada
Alexandre,Art,N,1932,1933,F,65,150,March,2,1909,Canada
Downie,Dave,N,1933,1933,F,68,168,March,11,1909,Canada
Matte,Joe,N,1930,1943,D,71,178,March,15,1909,Canada
Jerwa,Frank,N,1932,1935,F,73,179,March,15,1909,Canada
Wilson,Hub,N,1932,1932,F,70,180,May,13,1909,Canada
Horner,George,Y,1929,1940,D,73,190,May,28,1909,Canada
Coulter,Arthur,Y,1932,1942,D,71,185,May,31,1909,Canada
Rivers,Gus,N,1930,1932,F,71,180,November,19,1909,Canada
Godin,Sam,N,1928,1934,F,70,156,September,20,1909,Canada
Harnott,Walter,N,1934,1934,F,70,175,September,24,1909,Canada
Kendall,Bill,N,1934,1938,F,68,168,April,1,1910,Canada
Duguid,Lorne,N,1932,1937,F,71,185,April,4,1910,Canada
Newman,John,N,1931,1931,F,68,155,April,24,1910,Canada
Spooner,Red,N,1930,1930,G,68,170,August,24,1910,Canada
Convey,Eddie,N,1931,1933,F,71,165,December,16,1910,Canada
Huggins,Al,N,1931,1931,F,73,160,December,21,1910,Canada
Riley,Jack,N,1933,1936,F,71,160,December,29,1910,Ireland
Levinsky,Alex,N,1931,1939,D,70,184,February,2,1910,USA
Heximer,Orville,N,1930,1935,F,67,159,February,16,1910,Canada
Roche,Earl,N,1931,1935,F,71,175,February,22,1910,Canada
Leswick,Jack,N,1934,1934,F,66,155,January,1,1910,Canada
Kerr,Dave,N,1931,1941,G,70,160,January,11,1910,Canada
Klein,Lloyd,N,1929,1938,F,73,185,January,13,1910,Canada
Hutton,Bill,N,1930,1931,D,71,165,January,28,1910,Canada
Carr,Lorne,N,1934,1946,F,68,161,July,2,1910,Canada
Cude,Wilf,N,1931,1941,G,69,146,July,4,1910,England
Anderson,Tom,N,1935,1942,F,70,180,July,9,1910,England
Heller,Ott,N,1932,1946,D,73,190,June,2,1910,Canada
Haynes,Paul,N,1931,1941,F,70,160,March,1,1910,Canada
Thoms,Bill,N,1933,1945,F,69,170,March,5,1910,Canada
Collings,Norm,N,1935,1935,F,74,175,May,6,1910,Canada
McGill,Jack,N,1935,1937,F,70,150,November,3,1910,Canada
Brydson,Glenn,N,1931,1938,F,70,170,November,7,1910,Canada
Gracie,Bob,N,1931,1939,F,69,155,November,8,1910,Canada
Toupin,Jacques,N,1944,1944,F,67,155,November,10,1910,Canada
Peer,Bert,N,1940,1940,F,71,175,November,12,1910,Canada
Robertson,Earl,N,1938,1942,G,70,165,November,24,1910,Canada
Zunich,Rudy,N,1944,1944,D,69,170,November,24,1910,USA
Brink,Milt,N,1937,1937,F,70,165,November,26,1910,USA
Pusie,Jean,N,1931,1936,D,73,205,October,15,1910,Canada
Shannon,Gerry,N,1934,1938,F,71,170,October,25,1910,Canada
Smillie,Don,N,1934,1934,F,73,185,September,13,1910,Canada
Roulston,Rolly,N,1936,1938,F,73,195,April,12,1911,Canada
Coulter,Thomas,N,1934,1934,D,74,195,April,21,1911,Canada
McCartney,Walt,N,1933,1933,F,70,160,April,26,1911,Canada
Abbott,George,N,1944,1944,G,67,153,August,3,1911,Canada
Saunders,Ted,N,1934,1934,F,68,165,August,29,1911,Canada
Pringle,Ellie,N,1931,1931,D,74,205,August,31,1911,Canada
Seibert,Earl,Y,1932,1946,D,74,198,December,7,1911,Canada
MacKenzie,Bill,N,1933,1940,D,71,175,December,12,1911,Canada
Karakas,Mike,N,1936,1946,G,71,147,December,12,1911,USA
Kalbfleisch,Walter,N,1934,1937,D,70,175,December,18,1911,Canada
Lee,Bobby,N,1943,1943,F,70,165,December,28,1911,Canada
Bourcier,Jean,N,1936,1936,F,71,175,January,3,1911,Canada
Wood,Alex,N,1937,1937,G,71,165,January,15,1911,England
Jackson,Harvey,Y,1930,1944,F,71,195,January,19,1911,Canada
Kinsella,Ray,N,1931,1931,F,70,162,January,27,1911,Canada
Holmes,Louis,N,1932,1933,F,70,150,January,29,1911,England
Wilkinson,John,N,1944,1944,D,71,195,July,9,1911,Canada
Crutchfield,Nels,N,1935,1935,F,73,175,July,12,1911,Canada
Hudson,Ron,N,1938,1940,F,68,148,July,14,1911,Canada
Bowman,Ralph,N,1934,1940,D,71,190,June,20,1911,Canada
Boll,Buzz,N,1934,1944,F,70,166,March,6,1911,Canada
Ouellette,Eddie,N,1936,1936,F,69,181,March,9,1911,Canada
Sands,Charlie,N,1933,1944,F,69,160,March,23,1911,Canada
McCreedy,John,N,1942,1945,F,69,160,March,23,1911,Canada
Doran,John,N,1934,1940,D,71,195,May,24,1911,Canada
Locking,Norm,N,1935,1936,F,73,165,May,24,1911,Canada
Schaefer,Paul,N,1937,1937,D,70,190,November,7,1911,USA
Pettinger,Gord,N,1933,1940,F,73,175,November,11,1911,Canada
Jenkins,Roger,N,1931,1939,F,71,173,November,18,1911,USA
Schriner,Sweeney,Y,1935,1946,F,73,185,November,30,1911,Russia
Howard,Jack,N,1937,1937,D,73,190,October,15,1911,Canada
LaPrairie,Benjamin,N,1937,1937,D,70,160,October,20,1911,USA
Robertson,Fred,N,1932,1934,D,70,198,October,22,1911,England
McManus,Sammy,N,1935,1937,F,69,160,October,22,1911,England
Nicholson,Ivan,N,1938,1938,F,70,170,September,9,1911,Canada
Howe,Syd,Y,1930,1946,F,69,165,September,28,1911,Canada
Hollett,William,N,1934,1946,D,73,180,April,13,1912,Canada
Walton,Bobby,N,1944,1944,F,69,165,August,5,1912,Canada
Farrant,Walt,N,1944,1944,F,70,155,August,12,1912,Canada
Blake,Toe,Y,1935,1948,F,70,165,August,21,1912,Canada
Cain,Herb,N,1934,1946,F,71,180,December,24,1912,Canada
Wiseman,Eddie,N,1933,1942,F,67,160,December,28,1912,Canada
Mason,Charley,N,1935,1939,F,70,160,February,1,1912,Canada
Patrick,Lynn,Y,1935,1946,F,73,192,February,3,1912,Canada
McCulley,Bob,N,1935,1935,F,74,210,February,8,1912,Canada
Davidson,Bob,N,1935,1946,F,71,185,February,10,1912,Canada
Reid,Gord,N,1937,1937,D,70,195,February,19,1912,Canada
Jackson,Lloyd,N,1937,1937,F,69,150,January,7,1912,Canada
Lafrance,Adie,N,1934,1934,F,70,165,January,13,1912,Canada
Dahlstrom,Carl,N,1938,1945,F,71,175,July,3,1912,USA
Molyneaux,Larry,N,1938,1939,D,71,208,July,9,1912,Canada
Trudel,Lou,N,1934,1941,F,71,167,July,21,1912,USA
Portland,Jack,N,1934,1943,D,74,185,July,30,1912,Canada
Cowley,Bill,Y,1935,1947,F,70,165,June,12,1912,Canada
Johnson,Virgil,N,1938,1945,D,69,165,March,4,1912,USA
Brown,George,N,1937,1939,F,71,185,May,17,1912,Canada
Bennett,Max,N,1936,1936,F,66,157,November,4,1912,Canada
Bretto,Joe,N,1945,1945,D,73,248,November,28,1912,USA
Shea,Pat,N,1932,1932,D,70,190,October,29,1912,USA
Blake,Mickey,N,1933,1936,F,70,186,October,31,1912,Canada
Dyck,Henry,N,1944,1944,F,68,155,September,5,1912,Canada
Mitchell,Red,N,1942,1945,D,70,185,September,6,1912,Canada
Davie,Bob,N,1934,1936,D,73,170,September,12,1912,Canada
Webster,Aubrey,N,1931,1935,F,69,168,September,25,1912,Canada
Heyliger,Vic,N,1938,1944,F,69,175,September,26,1912,USA
Wiebe,Art,N,1933,1944,D,70,180,September,28,1912,Canada
O'Neil,Jim,N,1934,1942,F,68,160,April,3,1913,Canada
Sherf,John,N,1936,1944,F,71,178,April,8,1913,USA
Kaminsky,Max,N,1934,1937,F,71,160,April,19,1913,Canada
Foster,Herb,N,1941,1948,F,70,168,August,9,1913,Canada
Mackie,Howie,N,1937,1938,F,70,190,August,30,1913,Canada
Dame,Napoleon,N,1942,1942,F,69,160,December,6,1913,Canada
Besler,Phil,N,1936,1939,F,71,180,December,9,1913,Canada
Smith,Clint,Y,1937,1947,F,68,165,December,12,1913,Canada
Raymond,Paul,N,1933,1939,F,68,150,February,27,1913,Canada
Leroux,Gaston,N,1936,1936,D,73,195,January,9,1913,Canada
Shill,Jack,N,1934,1939,F,69,175,January,12,1913,Canada
Raymond,Armand,N,1938,1940,D,69,185,January,12,1913,USA
Bessone,Pete,N,1938,1938,D,71,200,January,13,1913,USA
Hergerts,Fred,N,1935,1936,F,73,190,January,29,1913,Canada
Hextall,Bryan,Y,1937,1948,F,70,180,July,31,1913,Canada
Deacon,Don,N,1937,1940,F,69,190,June,2,1913,Canada
Dewar,Tom,N,1944,1944,D,69,170,June,10,1913,Canada
Motter,Alex,N,1935,1943,F,73,175,June,20,1913,Canada
Gardiner,Bert,N,1936,1944,G,71,160,March,25,1913,Canada
Stewart,Ken,N,1942,1942,D,73,175,March,29,1913,Canada
Kelly,Pete,N,1935,1942,F,71,170,May,22,1913,Canada
Finnigan,Ed,N,1935,1936,F,68,170,May,23,1913,Canada
Cunningham,Les,N,1937,1940,F,68,165,October,4,1913,Canada
Beisler,Frank,N,1937,1940,D,74,190,October,18,1913,USA
Drillon,Gordie,Y,1937,1943,F,74,178,October,23,1913,Canada
Suomi,Al,N,1937,1937,F,70,170,October,29,1913,USA
Stein,Phil,N,1940,1940,G,71,NA,September,13,1913,Canada
Getliffe,Ray,N,1936,1945,F,71,175,April,3,1914,Canada
Mancuso,Felix,N,1938,1943,F,67,160,April,11,1914,Canada
Haggerty,Jim,N,1942,1942,F,71,167,April,14,1914,Canada
Watson,Phil,N,1936,1948,F,71,165,April,24,1914,Canada
Hamilton,Reg,N,1936,1947,D,71,180,April,29,1914,Canada
Colville,Neil,Y,1936,1949,F,71,175,August,4,1914,Canada
Blake,Bob,N,1936,1936,F,73,200,August,16,1914,USA
Frost,Harry,N,1939,1939,F,71,165,August,17,1914,Canada
Cooper,Joe,N,1936,1947,D,74,200,December,14,1914,Canada
Fraser,Archie,N,1944,1944,F,71,160,February,9,1914,Canada
Hill,Mel,N,1938,1946,F,70,175,February,15,1914,Canada
Metz,Nick,N,1935,1948,F,71,160,February,16,1914,Canada
Smith,Des,N,1938,1942,D,73,185,February,22,1914,Canada
Willson,Don,N,1938,1939,F,68,157,January,1,1914,Canada
Kelly,Regis,N,1935,1942,F,67,152,January,17,1914,Canada
Singbush,Alex,N,1941,1941,D,71,180,January,31,1914,Canada
Hergesheimer,Phil,N,1940,1943,F,70,175,July,9,1914,Canada
Lorrain,Rod,N,1936,1942,F,65,156,July,26,1914,Canada
Allen,George,N,1939,1947,F,70,162,July,27,1914,Canada
Bouvrette,Lionel,N,1943,1943,G,69,165,June,10,1914,Canada
Parsons,George,N,1937,1939,F,71,174,June,28,1914,Canada
Drouillard,Clarence,N,1938,1938,F,67,150,March,2,1914,Canada
Mann,Norm,N,1939,1941,F,70,155,March,3,1914,England
Kampman,Rudolph,N,1938,1942,D,70,187,March,12,1914,Canada
Thomson,Bill,N,1939,1944,F,69,162,March,23,1914,England
Bentley,Reg,N,1943,1943,F,68,155,May,3,1914,Canada
Hemmerling,Tony,N,1936,1937,F,71,178,May,15,1914,Canada
Broda,Turk,Y,1937,1952,G,69,180,May,15,1914,Canada
Shibicky,Alex,N,1936,1946,F,73,180,May,19,1914,Canada
Carse,Bill,N,1939,1942,F,68,165,May,29,1914,Canada
Forsey,Jack,N,1943,1943,F,71,170,November,7,1914,Canada
Franks,Jimmy,N,1938,1944,G,71,156,November,8,1914,Canada
Croghan,Maurice,N,1938,1938,D,71,185,November,19,1914,Canada
Bruneteau,Mud,N,1936,1946,F,71,185,November,28,1914,Canada
McGibbon,Irv,N,1943,1943,F,73,180,October,11,1914,Canada
Poirier,Gordie,N,1940,1940,F,66,150,October,27,1914,Canada
McDonald,Bucko,N,1935,1945,D,70,205,October,31,1914,Canada
MacDonald,James,N,1940,1945,F,71,178,September,6,1914,Canada
Purpur,Fido,N,1935,1945,F,66,155,September,26,1914,USA
Chisholm,Lex,N,1940,1941,F,71,175,April,1,1915,Canada
Fowler,Jimmy,N,1937,1939,D,71,168,April,6,1915,Canada
Grosso,Don,N,1939,1947,F,71,170,April,12,1915,Canada
Desilets,Joffre,N,1936,1940,F,70,170,April,16,1915,Canada
Field,Wilf,N,1937,1945,D,71,185,April,29,1915,Canada
Krol,Joe,N,1937,1942,F,71,173,August,13,1915,Canada
Cooper,Hal,N,1945,1945,F,65,155,August,29,1915,Canada
Kirkpatrick,Bob,N,1943,1943,F,70,165,December,1,1915,Canada
Morin,Pete,N,1942,1942,F,66,150,December,8,1915,Canada
Shack,Joe,N,1943,1945,F,70,170,December,8,1915,Canada
Jackson,Art,N,1935,1945,F,68,165,December,15,1915,Canada
McMahon,Mike,N,1944,1946,D,68,215,February,1,1915,Canada
Chamberlain,Erwin,N,1938,1949,F,71,165,February,14,1915,Canada
Teno,Harvey,N,1939,1939,G,67,175,February,15,1915,Canada
Bauer,Bobby,Y,1937,1952,F,66,150,February,16,1915,Canada
Tuten,Aud,N,1942,1943,D,70,180,January,14,1915,USA
Apps,Syl,Y,1937,1948,F,73,185,January,18,1915,Canada
Tremblay,Marcel,N,1939,1939,F,71,165,July,4,1915,Canada
Summerhill,Bill,N,1939,1942,F,69,170,July,9,1915,Canada
Smith,Nakina/Dalton,N,1944,1944,F,70,150,July,26,1915,Canada
Patrick,Murray,N,1938,1946,D,74,200,June,28,1915,Canada
Gauthier,Paul,N,1938,1938,G,65,125,March,6,1915,Canada
Wares,Eddie,N,1937,1947,D,71,182,March,19,1915,Canada
Papike,Joe,N,1941,1945,F,73,175,March,28,1915,USA
Bourque,Claude,N,1939,1940,G,66,140,March,31,1915,Canada
Hiller,Wilbert,N,1938,1946,F,68,170,May,11,1915,Canada
Liscombe,Carl,N,1938,1946,F,67,162,May,17,1915,Canada
Church,Jack,N,1939,1946,D,71,180,May,24,1915,Canada
Bourcier,Conrad,N,1936,1936,F,66,155,May,28,1915,Canada
Myles,Vic,N,1943,1943,D,73,208,November,12,1915,Canada
Goupille,Cliff,N,1936,1943,D,73,190,September,2,1915,Canada
Brimsek,Frank,Y,1939,1950,G,69,170,September,26,1915,USA
Mailley,Frank,N,1943,1943,D,69,182,August,1,1916,Canada
Dumart,Woody,Y,1936,1954,F,73,190,December,23,1916,Canada
Carr,Red,N,1944,1944,F,68,178,December,29,1916,Canada
Dickie,Bill,N,1942,1942,G,68,185,February,20,1916,Canada
Orlando,Jimmy,N,1937,1943,D,71,185,February,27,1916,Canada
Benoit,Joe,N,1941,1947,F,70,160,February,27,1916,Canada
Armstrong,Murray,N,1938,1946,F,70,170,January,1,1916,Canada
Pratt,Walter,Y,1936,1947,D,75,212,January,7,1916,Canada
Colville,Mac,N,1936,1947,F,69,175,January,8,1916,Canada
Metz,Don,N,1940,1949,F,70,165,January,10,1916,Canada
Thurier,Fred,N,1941,1945,F,71,160,January,11,1916,Canada
Drouin,Polly,N,1935,1941,F,67,160,January,16,1916,Canada
Durnan,Bill,Y,1944,1950,G,73,190,January,22,1916,Canada
Fisher,Joe,N,1940,1943,F,73,175,July,4,1916,Canada
Polich,John,N,1940,1941,F,74,200,July,8,1916,USA
Damore,Nick,N,1942,1942,G,66,160,July,10,1916,Canada
Leswick,Pete,N,1937,1945,F,67,163,July,12,1916,Canada
Heffernan,Gerry,N,1942,1944,F,69,160,July,24,1916,Canada
Calladine,Norm,N,1943,1945,F,69,155,July,30,1916,Canada
O'Connor,Buddy,Y,1942,1951,F,68,142,June,21,1916,Canada
Laforce,Ernie,N,1943,1943,D,71,175,June,23,1916,Canada
Behling,Dick,N,1941,1943,D,73,195,March,16,1916,Canada
Shannon,Chuck,N,1940,1940,D,71,192,March,22,1916,Canada
Majeau,Fern,N,1944,1945,F,69,155,May,3,1916,Canada
Mariucci,John,Y,1941,1948,D,70,200,May,8,1916,USA
Graboski,Tony,N,1941,1943,F,70,178,May,9,1916,Canada
DeMarco,Ab,N,1939,1947,F,73,168,May,10,1916,Canada
Corrigan,Charles,N,1938,1941,F,74,192,May,22,1916,Canada
McDonald,Byron,N,1940,1945,F,73,185,November,21,1916,Canada
Lamoureux,Leo,N,1942,1947,F,71,175,October,1,1916,Canada
Moe,Bill,N,1945,1949,D,71,170,October,2,1916,USA
Conacher,Roy,Y,1939,1952,F,74,175,October,5,1916,Canada
Whitelaw,Bob,N,1941,1942,D,71,185,October,5,1916,England
Keating,Jack,N,1939,1940,F,73,180,October,9,1916,Canada
Allum,Bill,N,1941,1941,D,71,194,October,9,1916,Canada
Crawford,Jack,N,1938,1950,D,71,200,October,26,1916,Canada
Mowers,Johnny,N,1941,1947,G,71,185,October,29,1916,Canada
Bentley,Doug,Y,1940,1954,F,68,145,September,3,1916,Canada
Grigor,George,N,1944,1944,F,67,150,September,3,1916,England
Allen,Viv,N,1941,1941,F,66,140,September,9,1916,Canada
Boothman,George,N,1943,1944,F,74,175,September,25,1916,Canada
Meronek,Bill,N,1940,1943,F,69,155,April,15,1917,Canada
Wilder,Arch,N,1941,1941,F,69,155,April,30,1917,Canada
McAndrew,Hazen,N,1942,1942,D,70,175,August,7,1917,Canada
MacKay,Murdo,N,1946,1948,F,71,175,August,8,1917,Canada
Smith,Stan,N,1940,1941,F,70,165,August,13,1917,Canada
Bukovich,Tony,N,1944,1945,F,71,160,August,30,1917,USA
Heron,Robert,N,1939,1942,F,71,170,December,31,1917,Canada
Aubuchon,Ossie,N,1943,1944,F,70,175,January,1,1917,Canada
Hamill,Robert,N,1938,1951,F,71,180,January,11,1917,Canada
Brown,Connie,N,1939,1943,F,67,168,January,11,1917,Canada
LoPresti,Sam,N,1941,1942,G,71,200,January,30,1917,USA
Brown,Gerry,N,1942,1946,F,69,170,July,7,1917,Canada
Demers,Tony,N,1938,1944,F,69,180,July,22,1917,Canada
Shewchuk,Jack,N,1939,1945,D,73,190,June,19,1917,Canada
Jennings,Bill,N,1941,1945,F,70,165,June,28,1917,Canada
Stewart,Jack,Y,1939,1952,D,70,190,May,6,1917,Canada
Phillips,Charlie,N,1943,1943,D,71,200,May,10,1917,Canada
Ailsby,Lloyd,N,1952,1952,D,71,194,May,11,1917,Canada
Langelle,Pete,N,1939,1942,F,71,170,November,4,1917,Canada
Herchenratter,Art,N,1941,1941,F,73,185,November,24,1917,Canada
Buzinski,Steve,N,1943,1943,G,68,140,October,15,1917,Canada
Giesebrecht,Roy,N,1939,1942,F,73,177,September,14,1917,Canada
Pike,Alf,N,1940,1947,F,73,187,September,15,1917,Canada
Smith,Carl,N,1944,1944,F,65,150,September,18,1917,Canada
Tudin,Connie,N,1942,1942,F,71,170,September,21,1917,Canada
O'Flaherty,Peanuts,N,1941,1942,F,67,154,April,10,1918,Canada
Slobodian,Peter,N,1941,1941,D,73,185,April,24,1918,Canada
Egan,Pat,N,1940,1951,D,70,195,April,25,1918,Canada
Jackson,Harold,N,1937,1947,D,73,195,August,1,1918,Canada
Davidson,Gord,N,1943,1944,D,71,188,August,5,1918,Canada
Thomson,Rhys,N,1940,1943,D,73,195,August,9,1918,Canada
Dion,Connie,N,1944,1945,G,64,140,August,11,1918,Canada
Jones,Alvin,N,1939,1943,D,71,200,August,17,1918,Canada
Reay,Billy,N,1944,1953,F,67,155,August,21,1918,Canada
Douglas,Les,N,1941,1947,F,69,165,December,5,1918,Canada
Thompson,Cliff,N,1942,1949,D,71,185,December,9,1918,USA
Burns,Norm,N,1942,1942,F,73,195,February,20,1918,Canada
Abel,Sid,Y,1939,1954,F,71,170,February,22,1918,Canada
McReavy,Pat,N,1939,1942,F,71,165,January,16,1918,Canada
Hunt,Fred,N,1941,1945,F,68,160,January,17,1918,Canada
Brayshaw,Russ,N,1945,1945,F,70,170,January,17,1918,Canada
Lach,Elmer,Y,1941,1954,F,70,165,January,22,1918,Canada
Tomson,Jack,N,1940,1941,D,73,175,January,31,1918,England
Bush,Eddie,N,1939,1942,D,73,195,July,11,1918,Canada
Palazzari,Aldo,N,1944,1944,F,67,168,July,25,1918,USA
Schmidt,Milt,Y,1937,1955,F,73,185,March,5,1918,Canada
Carveth,Joe,N,1941,1951,F,70,180,March,21,1918,Canada
Simon,John,N,1943,1945,D,70,190,May,8,1918,Canada
Smart,Alex,N,1943,1943,F,70,150,May,29,1918,Canada
Copp,Bobby,N,1943,1951,D,71,180,November,15,1918,Canada
Thibeault,Larry,N,1945,1946,F,67,180,October,2,1918,Canada
Dyte,Jack,N,1944,1944,D,73,190,October,13,1918,Canada
Fraser,Harvey,N,1945,1945,F,70,168,October,14,1918,Canada
Drummond,Jim,N,1945,1945,D,69,170,October,20,1918,Canada
Rozzini,Gino,N,1945,1945,F,68,150,October,24,1918,Canada
McCool,Frank,N,1945,1946,G,73,170,October,27,1918,Canada
Goldup,Hank,N,1940,1946,F,71,175,October,29,1918,Canada
Smith,Stu,N,1941,1942,F,68,165,September,25,1918,Canada
Reardon,Terry,N,1939,1947,F,70,170,April,6,1919,Canada
Sherritt,Gordon,N,1944,1944,D,73,195,April,8,1919,Canada
Bibeault,Paul,N,1941,1947,G,69,160,April,13,1919,Canada
Stanowski,Wally,N,1940,1951,D,71,180,April,28,1919,Canada
Backor,Pete,N,1945,1945,D,73,190,April,29,1919,Canada
Bruneteau,Eddie,N,1941,1949,F,69,172,August,1,1919,Canada
Bastien,Baz,N,1946,1946,G,67,160,August,29,1919,Canada
Gauthier,Fern,N,1944,1949,F,71,175,August,31,1919,Canada
McCaig,Doug,N,1942,1951,D,73,190,February,24,1919,Canada
Tustin,Norm,N,1942,1942,F,71,175,January,3,1919,Canada
MacKay,David,N,1941,1941,D,73,210,January,14,1919,Canada
Kilrea,Ken,N,1939,1944,F,73,170,January,16,1919,Canada
Trudell,Rene,N,1946,1948,F,69,165,January,31,1919,Canada
Damore,Hank,N,1944,1944,F,66,200,July,17,1919,Canada
Mahaffy,John,N,1943,1944,F,67,165,July,18,1919,Canada
Carse,Bob,N,1940,1948,F,69,170,July,19,1919,Canada
Mann,Jack,N,1944,1945,F,67,160,July,27,1919,Canada
Joanette,Rosario,N,1945,1945,F,68,165,July,27,1919,Canada
White,Moe,N,1946,1946,F,71,178,July,28,1919,Canada
Kuntz,Alan,N,1942,1946,F,71,165,June,4,1919,Canada
Leger,Roger,N,1944,1950,D,71,200,March,26,1919,Canada
Turner,Joe,N,1942,1942,G,70,182,March,28,1919,Canada
Taylor,Billy,N,1940,1948,F,69,150,May,3,1919,Canada
Bruce,Gordie,N,1941,1946,F,71,190,May,9,1919,Canada
Check,Lude,N,1944,1945,F,70,165,May,22,1919,Canada
Kaleta,Alex,N,1942,1951,F,73,175,November,29,1919,Canada
Laprade,Edgar,Y,1946,1955,F,68,160,October,10,1919,Canada
Barry,Ed,N,1947,1947,F,70,180,October,12,1919,USA
Wilson,Ross,N,1954,1958,G,71,178,October,15,1919,Canada
Chad,John,N,1940,1946,F,70,167,September,16,1919,Canada
Finkbeiner,Lloyd,N,1941,1941,F,70,175,April,12,1920,Canada
McFadden,Jim,N,1948,1954,F,67,178,April,15,1920,England
Dill,Bob,N,1944,1945,D,68,185,April,25,1920,USA
Blade,Hank,N,1947,1948,F,71,190,April,28,1920,Canada
Rayner,Chuck,Y,1941,1953,G,71,190,August,11,1920,Canada
Labrie,Guy,N,1944,1945,D,73,185,August,11,1920,Canada
Dheere,Marcel,N,1943,1943,F,67,175,December,19,1920,Canada
Brown,Adam,N,1942,1952,F,69,175,February,4,1920,England
McAtee,Jud,N,1943,1945,F,69,170,February,5,1920,Canada
Courteau,Maurice,N,1944,1944,G,68,162,February,18,1920,Canada
Wycherley,Ralph,N,1941,1942,F,73,185,February,26,1920,Canada
Ramsay,Les,N,1945,1945,F,69,155,July,1,1920,Canada
Knott,Nick,N,1942,1942,D,74,200,July,23,1920,Canada
Benson,Bill,N,1941,1942,F,71,165,July,29,1920,Canada
Johnston,George,N,1942,1947,F,68,160,July,30,1920,Canada
Bentley,Max,Y,1941,1954,F,70,155,March,1,1920,Canada
Adams,John,N,1941,1941,F,70,163,May,5,1920,Canada
Webster,John,N,1950,1950,F,71,160,November,3,1920,Canada
Ruelle,Bernie,N,1944,1944,F,69,165,November,23,1920,USA
Boesch,Garth,N,1947,1950,D,73,180,October,7,1920,Canada
Larson,Norm,N,1941,1947,F,73,175,October,13,1920,Canada
Henry,Jim,N,1942,1955,G,69,165,October,23,1920,Canada
Juzda,Bill,N,1941,1952,D,69,190,October,29,1920,Canada
Bouchard,Butch,Y,1942,1956,D,74,205,September,11,1920,Canada
Brown,Harold,N,1946,1946,F,70,160,September,14,1920,Canada
McGill,Jack,N,1942,1947,F,73,180,September,19,1920,Canada
Reardon,Ken,Y,1941,1950,D,70,180,April,1,1921,Canada
Millar,Hugh,N,1947,1947,D,69,200,April,3,1921,Canada
Licari,Tony,N,1947,1947,F,67,147,April,9,1921,Canada
Macey,Hubert,N,1942,1947,F,68,178,April,13,1921,Canada
Richard,Maurice,Y,1943,1960,F,70,170,August,4,1921,Canada
Colvin,Les,N,1949,1949,G,66,150,February,8,1921,Canada
Mario,Frank,N,1942,1945,F,68,170,February,25,1921,Canada
Holota,John,N,1943,1946,F,66,160,February,25,1921,Canada
Harmon,Glen,N,1943,1951,D,69,165,January,2,1921,Canada
Morris,Moe,N,1944,1949,D,68,187,January,3,1921,Canada
McAuley,Ken,N,1944,1945,G,70,190,January,9,1921,Canada
Doran,Lloyd,N,1947,1947,F,73,175,January,10,1921,Canada
Quilty,John,N,1941,1948,F,70,175,January,21,1921,Canada
Eddolls,Frank,N,1945,1952,D,68,180,July,5,1921,Canada
Fillion,Bob,N,1944,1950,F,70,170,July,12,1921,Canada
