name,id,survival,type,price,releaseToDate,avgRate_current,rateCount_current,avgRate_all,rateCount_all,category,catPop,size,language,langNum,ageRate,system,systemCat,device,left_trunc,censored
"Runtastic PRO GPS Running, Walking, Jogging, Fitness Distance Tracker and Marathon Training runtastic 366626332",366626332,1,free,0,1979,4,52,4.5,15353,Health & Fitness,other,54.49031925," English, Czech, Dutch, French, German, Italian, Japanese, Korean, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Turkish",14,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
PostSecret Universe HarperCollins Publishers 950702869,950702869,5,paid,7.99,241,3.5,83,3.5,83,Entertainment,Entertainment,54.47825813, English,1,17+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Need A Hero Alis Games 865326126,865326126,5,free,0,420,4.5,156,4.5,234,Games,Games,54.38204098," English, French, German, Italian, Portuguese, Russian, Spanish",7,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Google Calendar Google, Inc. 909319292",909319292,3,free,0,187,3,51,3.5,1392,Productivity,other,54.31352425," English, Arabic, Bulgarian, Catalan, Chinese, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",33,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
NCAA March Madness Live NCAA Digital 423246594,423246594,206,free,0,1649,2.5,133,3,12422,Sports,other,54.28206539, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Procreate Pocket Savage Interactive Pty Ltd 916366645,916366645,2,paid,2.99,270,NA,NA,4.5,212,Entertainment,Entertainment,54.22839642," English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Groupon - Deals, Coupons & Shopping: Local Restaurants, Hotels, Yoga & Spas Groupon, Inc. 352683833",352683833,12,free,0,2024,4.5,378,4.5,382315,Lifestyle,other,54.1820879," Arabic, Bokm«l, Danish, Dutch, English, Finnish, French, German, Hebrew, Italian, Japanese, Norwegian, Polish, Portuguese, Russian, Spanish, Swedish, Thai, Traditional Chinese",19,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",0,1
NBA 2015-16 NBA Digital 335744614,335744614,8,free,0,2148,2,11,3.5,40789,Sports,other,54.11543369, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
My Santa :) Crazy Labs 914503353,914503353,6,free,0,284,5,20,3.5,155,Games,Games,53.97917747, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Geometry Dash RobTop Games AB 625334537,625334537,373,paid,1.99,761,5,9487,5,165087,Games,Games,53.97682858, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,0
Goal Hero - Soccer SuperStar - Endless Goal Scoring Epic Iaendi Limited 994618573,994618573,287,free,0,101,4.5,204,4.5,503,Games,Games,53.92183304, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
KatataK Pixel Spill 904352547,904352547,2,paid,1.99,281,4.5,16,4.5,219,Games,Games,53.91392231, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"GoPro App GoPro, Inc. 561350520",561350520,2,free,0,1070,2.5,48,3,2853,Photo & Video,Photo & Video,53.85160255," English, German, Simplified Chinese",3,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Don't Stop the Creeps Tigrido 952237266,952237266,8,free,0,199,4,627,4,628,Games,Games,53.77432442, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Pimp My Keyboard ! Cocopok 771393545,771393545,2,free,0,640,4,258,2,1153,Utilities,Utilities,53.76210308, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Walgreens - Pharmacy, Clinic, Print Photos, Coupons and Shopping Walgreen Co. 335364882",335364882,10,free,0,2147,4,781,4.5,76516,Lifestyle,other,53.66239452," English, Spanish",2,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Sago Mini Road Trip Sago Sago 871230822,871230822,5,paid,2.99,297,4.5,135,4.5,180,Education,other,53.60408401, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
ZigZag Ketchapp 951364656,951364656,263,free,0,221,4.5,2587,4.5,87017,Games,Games,53.55173779, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Everalbum - Protect your photos & videos with unlimited storage, automatic backup & a private cloud Everalbum Corp. 703177890",703177890,373,free,0,484,4.5,972,4.5,2774,Productivity,other,53.52646351," English, Arabic, French, German, Greek, Hindi, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",17,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Emoji Dash - Radical Emoticon Face jump up Skyward to avoid wall Da Lei 990942569,990942569,2,free,0,121,4,54,3.5,319,Games,Games,53.49131775, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Motor Hero! Orangenose Studios 988641673,988641673,1,free,0,108,3.5,24,3.5,24,Games,Games,53.4366188, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Candy Crush Saga King.com Limited 553834731,553834731,369,free,0,1033,4.5,856,4,739652,Games,Games,53.43233013," English, Japanese",2,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,1
Iron Ball Ride Croco Studio 952728048,952728048,175,paid,1.99,250,4,119,4,253,Games,Games,53.40285492, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
The Balanced Blonde TouchZen Media LLC 925639358,925639358,1,paid,3.99,326,5,7,5,65,Food & Drink,other,53.37563133, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Bubble Mania Valentine's Day TeamLava 955222912,955222912,4,free,0,233,4.5,736,4.5,736,Games,Games,53.3696537, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Hill Climb Racing Fingersoft 564540143,564540143,121,free,0,1039,4.5,897,4.5,99157,Games,Games,53.34333038, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Earn to Die Not Doppler 554937499,554937499,2,paid,0.99,1088,4.5,453,4.5,6572,Games,Games,53.24995232, English,1,12+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Camera+ tap tap tap 329670577,329670577,373,paid,2.99,1924,3.5,8,4,30919,Photo & Video,Photo & Video,53.21882057," English, French, German, Italian, Japanese, Korean, Portuguese, Simplified Chinese, Spanish, Traditional Chinese",10,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",0,0
"NBC Sports Live Extra NBCUniversal Media, LLC 542511686",542511686,150,free,0,1158,3,30,2.5,25891,Sports,other,53.09304619," English, Arabic, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",32,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Taco Bell Taco Bell 497387361,497387361,56,free,0,1326,4.5,349,4,7195,Food & Drink,other,53.04169369, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Retype - Typography Photo Editor Sumoing Ltd 977582894,977582894,1,paid,2.99,81,4.5,75,4.5,137,Photo & Video,Photo & Video,53.02740765, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Swap Heroes Christopher Savory 922783712,922783712,6,paid,0.99,326,3,7,3.5,60,Games,Games,52.99747562, English,1,09+,iOS 4,old,"iPhone, iPad, and iPod touch.",1,1
Evoland Shiro Games 946477821,946477821,7,paid,4.99,222,4,260,4,280,Games,Games,52.82656479," English, French, German, Japanese",4,09+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Magic Spider Ian Pidgeon 578230583,578230583,4,paid,2.99,887,2,5,3.5,54,Entertainment,Entertainment,52.82568645, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Virtual Beggar Pyry Seppala 922983045,922983045,9,free,0,297,4.5,400,4.5,2319,Games,Games,52.79651356, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"YouCam Makeup - Virtual Makeover Studio, Social Beauty Tips & Cosmetic Tutorials CyberLink 863844475",863844475,275,free,0,396,4.5,97,4.5,2596,Photo & Video,Photo & Video,52.76245785," English, Dutch, French, German, Indonesian, Italian, Japanese, Korean, Malay, Portuguese, Russian, Simplified Chinese, Spanish, Thai, Traditional Chinese, Turkish",16,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Buddyman: Kick Free Crazylion Studios Limited 648870442,648870442,19,free,0,823,3.5,271,4.5,3046,Games,Games,52.7166605, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
"AccuWeather Platinum - Weather for Life AccuWeather International, Inc. 348618445",348618445,234,paid,3.99,2073,4.5,90,3.5,4194,Weather,other,52.70603657," English, Bokm«l, Norwegian, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Kazakh, Korean, Latvian, Lithuanian, Macedonian, Malay, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",41,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Star Wars_ Pinball 3 ZEN Studios Ltd. 594811233,594811233,5,paid,1.99,908,4.5,242,4.5,1611,Games,Games,52.65668297, English,1,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Facebook Groups Facebook, Inc. 931735837",931735837,4,free,0,299,3,14,3,680,Social Networking,other,52.5698452," English, Bokm«l, Norwegian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese, Zulu",28,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Split Pic Collage Maker, Selfie Photo Editor & Camera Blender : Best Filters Edits Plus Awesome Layout FX Easy Tiger Apps, LLC. 570748340",570748340,1,free,0,1025,4.5,3969,4.5,109767,Photo & Video,Photo & Video,52.55499649," English, French, German, Italian, Japanese, Russian, Simplified Chinese, Spanish, Traditional Chinese",9,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
TETRIS¥ FREE Electronic Arts 480805652,480805652,4,free,0,331,4,602,4,1314,Games,Games,52.55229187," English, Chinese, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",11,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Nintype Jormy Games 796959534,796959534,11,paid,4.99,571,5,11,3.5,699,Productivity,other,52.53386116,English,1,09+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
TETRIS¥ Electronic Arts 479943969,479943969,28,paid,0.99,1382,4,94,4,8164,Games,Games,52.39958954," English, Chinese, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",11,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Crazy Gears Seven Academy 967327312,967327312,3,paid,1.99,171,4.5,7,4,74,Education,other,52.28237534,"English, Danish, Dutch, Finnish, French, German, Greek, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Nynorsk, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",22,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Cool Fonts Pro - The Best Font Keyboard with Themes for iOS 8 Alejandro Portela 654846696,654846696,5,paid,4.99,828,4,78,3.5,342,Utilities,Utilities,52.26414299, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Colorfy: Coloring Book for Adults - Free Fun Games For Free 1009442510,1009442510,340,free,0,69,4.5,6544,5,53599,Entertainment,Entertainment,52.24815559," English, Arabic, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Clone Camera Pro Peta Vision 557861125,557861125,2,paid,1.99,1073,3.5,15,4.5,1023,Photo & Video,Photo & Video,52.1083498," English, Japanese, Korean",3,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Dark Echo RAC7 Games 951177560,951177560,7,free,0,221,4.5,3041,4.5,3138,Games,Games,52.10477161," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Dark Echo RAC7 Games 951177560,951177560,7,paid,1.99,221,4.5,3041,4.5,3139,Games,Games,52.10477161," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Spanish",10,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
djay 2 for iPhone algoriddim GmbH 669198374,669198374,37,paid,2.99,780,4,38,4.5,2776,Music,other,51.89181614," English, French, German, Italian, Japanese, Simplified Chinese, Spanish",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
djay 2 for iPhone algoriddim GmbH 669198374,669198374,8,free,0,780,4,38,4.5,2775,Music,other,51.89181614," English, French, German, Italian, Japanese, Simplified Chinese, Spanish",7,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Clash of Clans Supercell 529479190,529479190,369,free,0,1137,4.5,19913,4.5,1648107,Games,Games,51.87280083," English, Dutch, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,09+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,1
Visualize You: weight change viewer _ _ free version Visual Health Solutions Inc 971355274,971355274,1,free,0,193,2,6,2,181,Lifestyle,other,51.84606457, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Visualize You: weight change viewer Visual Health Solutions Inc 971308919,971308919,2,paid,1.99,192,1,4,1,27,Lifestyle,other,51.83033085,English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Jumping Fish Ketchapp 992397421,992397421,6,free,0,101,4.5,294,4.5,1815,Games,Games,51.80767632," English, Finnish, French, German, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Traditional Chinese",10,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Fish Frenzy Mania_ TeamLava 902860881,902860881,3,free,0,311,4.5,713,4.5,3106,Games,Games,51.80073929, English,1,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Big Win Football 2015 Hothead Games Inc. 937922348,937922348,13,free,0,241,4.5,1615,4,2650,Games,Games,51.66919899, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
ProCamera 8 + HDR Cocologics 694647259,694647259,84,paid,4.99,725,5,9,4.5,617,Photo & Video,Photo & Video,51.46444035," English, French, German, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese, Turkish",10,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
"Pandora Radio Pandora Media, Inc. 284035177",284035177,373,free,0,2620,3,271,4,1004788,Music,other,51.45113564, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,0
"Pandora - Free Music & Radio Pandora Media, Inc. 284035177",284035177,373,free,0,2620,3,271,4,1004788,Music,other,51.45113564, English,1,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,0
Bonza Word Puzzle Minimega Pty Ltd 662053009,662053009,6,paid,0,543,4.5,1148,4.5,17245,Games,Games,51.3959198, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Word Chums PeopleFun, Inc. 550946484",550946484,1,paid,3.99,1095,5,1,5,10284,Games,Games,51.37018013, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Minuum - The Little Keyboard for Big Fingers: Now with Smart Emoji Minuum 914968934,914968934,5,paid,3.99,361,3.5,25,3,240,Utilities,Utilities,51.34039116, English,1,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Angry Birds Star Wars Rovio Entertainment Ltd 557137623,557137623,22,paid,0.99,1039,4,1296,4.5,33306,Games,Games,51.33428001, English,1,04+,iOS 4,old,"iPhone, iPad, and iPod touch.",0,1
"iHeartRadio _ Free Music & Live Radio Stations iHeartMedia Management Services, Inc. 290638154",290638154,91,free,0,2532,4.5,1362,3.5,248310,Music,other,51.26940346," English, Spanish",2,12+,iOS 8,new,"iPhone, iPad, and iPod touch.",0,1
Kitty City - Cat Food Ninja TabTale LTD 959942721,959942721,4,free,0,142,4.5,65,4.5,295,Games,Games,51.25690651," English, Chinese, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
Devastator Radiangames 1024640405,1024640405,1,paid,1.99,3,3.5,25,3.5,25,Games,Games,51.24377155, English,1,09+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Big Fish Casino _ Free Slots, Vegas Slots & Slot Tournaments! Plus Poker, Cards, 21 and more! Big Fish Games, Inc 538212549",538212549,1,free,0,1123,4.5,685,4.5,98458,Games,Games,51.08173752, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Pinterest Pinterest, Inc. 429047995",429047995,373,free,0,1599,4.5,2363,4.5,942508,Social Networking,other,50.99378681," Bokm«l, Czech, Danish, Dutch, English, Finnish, French, German, Greek, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Slovak, Spanish, Swedish, Thai, Turkish, Ukrainian, Vietnamese",28,12+,iOS 7,med,"iPhone, iPad, and iPod touch.",0,0
"TextGrabber + Translator: OCR recognize, translate and save editable text from any printed material ABBYY 438475005",438475005,1,paid,4.99,1564,5,3,3.5,677,Productivity,other,50.98619843," English, French, German, Italian, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",11,04+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Sunburn! Secret Crush 932468632,932468632,6,paid,2.99,297,5,194,5,321,Games,Games,50.90808868," English, Arabic, Armenian, Bokm«l, Norwegian, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",32,09+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
WATCH Disney Channel Disney 529997671,529997671,11,free,0,1187,3,102,3.5,18471,Entertainment,Entertainment,50.88687325, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
Boardwalk Bingo: A MONOPOLY Adventure Shark Party 1017146584,1017146584,3,free,0,39,4.5,1044,4.5,1044,Games,Games,50.66583729, English,1,12+,iOS 5,old,"iPhone, iPad, and iPod touch.",1,1
Flightradar24 - Flight Tracker Flightradar24 AB 382069612,382069612,22,paid,3.99,1870,4.5,45,4,1359,Travel,other,50.57029915, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
"Kanvas Keyboard Kanvas Labs, Inc. 928649962",928649962,1,free,0,304,4,20,4.5,453,Utilities,Utilities,50.56996822, English,1,09+,iOS 8,new,"iPhone, iPad, and iPod touch.",1,1
Bank of America - Mobile Banking Bank of America 284847138,284847138,14,free,0,2620,3.5,393,3.5,97192,Finance,other,50.47440147, English,1,04+,iOS 7,med,"iPhone, iPad, and iPod touch.",1,1
"Call of Duty: Zombies Activision Publishing, Inc. 338057689",338057689,44,paid,4.99,2127,4,30539,4,63335,Games,Games,50.3743782, English,1,17+,iOS 3,old,"iPhone, iPad, and iPod touch.",1,1
My Newborn Baby - Mommy & Baby Care Kids Fun Club by TabTale 903418970,903418970,6,free,0,375,4,159,3.5,493,Games,Games,50.35933399," Chinese, English, French, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Traditional Chinese, Turkish",13,04+,iOS 5,old,"iPhone, iPad, and iPod touch.",0,1
"Zombieville USA 2 Mika Mobile, Inc. 454781476",454781476,20,paid,0.99,1417,4.5,1621,4.5,78703,Games,Games,50.31943607, English,1,12+,iOS 6,med,"iPhone, iPad, and iPod touch.",0,1
Scratch Your Head Single Tusked Games Private Limited 911249241,911249241,2,free,0,372,NA,NA,2,26,Games,Games,50.23666191, English,1,04+,iOS 6,med,"iPhone, iPad, and iPod touch.",1,1
